cvpj,cvpj,cvpj,cvpj,cvpj,cvpj,vst2,vst2,vst3,vst3
paramid,extid,def,min,max,visname,paramnum,visname,paramnum,visname
modulation_37_amount,modulation_37_amount,0,-1,1,Modulation 37 Amount,580,Modulation 37 Amount,580,Modulation 37 Amount
modulation_37_bipolar,modulation_37_bipolar,0,0,1,Modulation 37 Bipolar,581,Modulation 37 Bipolar,581,Modulation 37 Bipolar
modulation_37_bypass,modulation_37_bypass,0,0,1,Modulation 37 Bypass,582,Modulation 37 Bypass,582,Modulation 37 Bypass
modulation_37_power,modulation_37_power,0,-10,10,Modulation 37 Power,583,Modulation 37 Power,583,Modulation 37 Power
modulation_37_stereo,modulation_37_stereo,0,0,1,Modulation 37 Stereo,584,Modulation 37 Stereo,584,Modulation 37 Stereo
modulation_38_amount,modulation_38_amount,0,-1,1,Modulation 38 Amount,585,Modulation 38 Amount,585,Modulation 38 Amount
modulation_38_bipolar,modulation_38_bipolar,0,0,1,Modulation 38 Bipolar,586,Modulation 38 Bipolar,586,Modulation 38 Bipolar
modulation_38_bypass,modulation_38_bypass,0,0,1,Modulation 38 Bypass,587,Modulation 38 Bypass,587,Modulation 38 Bypass
modulation_38_power,modulation_38_power,0,-10,10,Modulation 38 Power,588,Modulation 38 Power,588,Modulation 38 Power
modulation_38_stereo,modulation_38_stereo,0,0,1,Modulation 38 Stereo,589,Modulation 38 Stereo,589,Modulation 38 Stereo
modulation_39_amount,modulation_39_amount,0,-1,1,Modulation 39 Amount,590,Modulation 39 Amount,590,Modulation 39 Amount
modulation_39_bipolar,modulation_39_bipolar,0,0,1,Modulation 39 Bipolar,591,Modulation 39 Bipolar,591,Modulation 39 Bipolar
modulation_39_bypass,modulation_39_bypass,0,0,1,Modulation 39 Bypass,592,Modulation 39 Bypass,592,Modulation 39 Bypass
modulation_39_power,modulation_39_power,0,-10,10,Modulation 39 Power,593,Modulation 39 Power,593,Modulation 39 Power
modulation_39_stereo,modulation_39_stereo,0,0,1,Modulation 39 Stereo,594,Modulation 39 Stereo,594,Modulation 39 Stereo
modulation_4_amount,modulation_4_amount,0,-1,1,Modulation 4 Amount,345,Modulation 4 Amount,345,Modulation 4 Amount
modulation_4_bipolar,modulation_4_bipolar,0,0,1,Modulation 4 Bipolar,346,Modulation 4 Bipolar,346,Modulation 4 Bipolar
modulation_4_bypass,modulation_4_bypass,0,0,1,Modulation 4 Bypass,347,Modulation 4 Bypass,347,Modulation 4 Bypass
modulation_4_power,modulation_4_power,0,-10,10,Modulation 4 Power,348,Modulation 4 Power,348,Modulation 4 Power
modulation_4_stereo,modulation_4_stereo,0,0,1,Modulation 4 Stereo,349,Modulation 4 Stereo,349,Modulation 4 Stereo
modulation_40_amount,modulation_40_amount,0,-1,1,Modulation 40 Amount,595,Modulation 40 Amount,595,Modulation 40 Amount
modulation_40_bipolar,modulation_40_bipolar,0,0,1,Modulation 40 Bipolar,596,Modulation 40 Bipolar,596,Modulation 40 Bipolar
modulation_40_bypass,modulation_40_bypass,0,0,1,Modulation 40 Bypass,597,Modulation 40 Bypass,597,Modulation 40 Bypass
modulation_40_power,modulation_40_power,0,-10,10,Modulation 40 Power,598,Modulation 40 Power,598,Modulation 40 Power
modulation_40_stereo,modulation_40_stereo,0,0,1,Modulation 40 Stereo,599,Modulation 40 Stereo,599,Modulation 40 Stereo
modulation_41_amount,modulation_41_amount,0,-1,1,Modulation 41 Amount,600,Modulation 41 Amount,600,Modulation 41 Amount
modulation_41_bipolar,modulation_41_bipolar,0,0,1,Modulation 41 Bipolar,601,Modulation 41 Bipolar,601,Modulation 41 Bipolar
modulation_41_bypass,modulation_41_bypass,0,0,1,Modulation 41 Bypass,602,Modulation 41 Bypass,602,Modulation 41 Bypass
modulation_41_power,modulation_41_power,0,-10,10,Modulation 41 Power,603,Modulation 41 Power,603,Modulation 41 Power
modulation_41_stereo,modulation_41_stereo,0,0,1,Modulation 41 Stereo,604,Modulation 41 Stereo,604,Modulation 41 Stereo
modulation_42_amount,modulation_42_amount,0,-1,1,Modulation 42 Amount,605,Modulation 42 Amount,605,Modulation 42 Amount
modulation_42_bipolar,modulation_42_bipolar,0,0,1,Modulation 42 Bipolar,606,Modulation 42 Bipolar,606,Modulation 42 Bipolar
modulation_42_bypass,modulation_42_bypass,0,0,1,Modulation 42 Bypass,607,Modulation 42 Bypass,607,Modulation 42 Bypass
modulation_42_power,modulation_42_power,0,-10,10,Modulation 42 Power,608,Modulation 42 Power,608,Modulation 42 Power
modulation_42_stereo,modulation_42_stereo,0,0,1,Modulation 42 Stereo,609,Modulation 42 Stereo,609,Modulation 42 Stereo
modulation_43_amount,modulation_43_amount,0,-1,1,Modulation 43 Amount,610,Modulation 43 Amount,610,Modulation 43 Amount
modulation_43_bipolar,modulation_43_bipolar,0,0,1,Modulation 43 Bipolar,611,Modulation 43 Bipolar,611,Modulation 43 Bipolar
modulation_43_bypass,modulation_43_bypass,0,0,1,Modulation 43 Bypass,612,Modulation 43 Bypass,612,Modulation 43 Bypass
modulation_43_power,modulation_43_power,0,-10,10,Modulation 43 Power,613,Modulation 43 Power,613,Modulation 43 Power
modulation_43_stereo,modulation_43_stereo,0,0,1,Modulation 43 Stereo,614,Modulation 43 Stereo,614,Modulation 43 Stereo
modulation_44_amount,modulation_44_amount,0,-1,1,Modulation 44 Amount,615,Modulation 44 Amount,615,Modulation 44 Amount
modulation_44_bipolar,modulation_44_bipolar,0,0,1,Modulation 44 Bipolar,616,Modulation 44 Bipolar,616,Modulation 44 Bipolar
modulation_44_bypass,modulation_44_bypass,0,0,1,Modulation 44 Bypass,617,Modulation 44 Bypass,617,Modulation 44 Bypass
modulation_44_power,modulation_44_power,0,-10,10,Modulation 44 Power,618,Modulation 44 Power,618,Modulation 44 Power
modulation_44_stereo,modulation_44_stereo,0,0,1,Modulation 44 Stereo,619,Modulation 44 Stereo,619,Modulation 44 Stereo
modulation_45_amount,modulation_45_amount,0,-1,1,Modulation 45 Amount,620,Modulation 45 Amount,620,Modulation 45 Amount
modulation_45_bipolar,modulation_45_bipolar,0,0,1,Modulation 45 Bipolar,621,Modulation 45 Bipolar,621,Modulation 45 Bipolar
modulation_45_bypass,modulation_45_bypass,0,0,1,Modulation 45 Bypass,622,Modulation 45 Bypass,622,Modulation 45 Bypass
modulation_45_power,modulation_45_power,0,-10,10,Modulation 45 Power,623,Modulation 45 Power,623,Modulation 45 Power
modulation_45_stereo,modulation_45_stereo,0,0,1,Modulation 45 Stereo,624,Modulation 45 Stereo,624,Modulation 45 Stereo
modulation_46_amount,modulation_46_amount,0,-1,1,Modulation 46 Amount,625,Modulation 46 Amount,625,Modulation 46 Amount
modulation_46_bipolar,modulation_46_bipolar,0,0,1,Modulation 46 Bipolar,626,Modulation 46 Bipolar,626,Modulation 46 Bipolar
modulation_46_bypass,modulation_46_bypass,0,0,1,Modulation 46 Bypass,627,Modulation 46 Bypass,627,Modulation 46 Bypass
modulation_46_power,modulation_46_power,0,-10,10,Modulation 46 Power,628,Modulation 46 Power,628,Modulation 46 Power
modulation_46_stereo,modulation_46_stereo,0,0,1,Modulation 46 Stereo,629,Modulation 46 Stereo,629,Modulation 46 Stereo
modulation_47_amount,modulation_47_amount,0,-1,1,Modulation 47 Amount,630,Modulation 47 Amount,630,Modulation 47 Amount
modulation_47_bipolar,modulation_47_bipolar,0,0,1,Modulation 47 Bipolar,631,Modulation 47 Bipolar,631,Modulation 47 Bipolar
modulation_47_bypass,modulation_47_bypass,0,0,1,Modulation 47 Bypass,632,Modulation 47 Bypass,632,Modulation 47 Bypass
modulation_47_power,modulation_47_power,0,-10,10,Modulation 47 Power,633,Modulation 47 Power,633,Modulation 47 Power
modulation_47_stereo,modulation_47_stereo,0,0,1,Modulation 47 Stereo,634,Modulation 47 Stereo,634,Modulation 47 Stereo
modulation_48_amount,modulation_48_amount,0,-1,1,Modulation 48 Amount,635,Modulation 48 Amount,635,Modulation 48 Amount
modulation_48_bipolar,modulation_48_bipolar,0,0,1,Modulation 48 Bipolar,636,Modulation 48 Bipolar,636,Modulation 48 Bipolar
modulation_48_bypass,modulation_48_bypass,0,0,1,Modulation 48 Bypass,637,Modulation 48 Bypass,637,Modulation 48 Bypass
modulation_48_power,modulation_48_power,0,-10,10,Modulation 48 Power,638,Modulation 48 Power,638,Modulation 48 Power
modulation_48_stereo,modulation_48_stereo,0,0,1,Modulation 48 Stereo,639,Modulation 48 Stereo,639,Modulation 48 Stereo
modulation_49_amount,modulation_49_amount,0,-1,1,Modulation 49 Amount,640,Modulation 49 Amount,640,Modulation 49 Amount
modulation_49_bipolar,modulation_49_bipolar,0,0,1,Modulation 49 Bipolar,641,Modulation 49 Bipolar,641,Modulation 49 Bipolar
modulation_49_bypass,modulation_49_bypass,0,0,1,Modulation 49 Bypass,642,Modulation 49 Bypass,642,Modulation 49 Bypass
modulation_49_power,modulation_49_power,0,-10,10,Modulation 49 Power,643,Modulation 49 Power,643,Modulation 49 Power
modulation_49_stereo,modulation_49_stereo,0,0,1,Modulation 49 Stereo,644,Modulation 49 Stereo,644,Modulation 49 Stereo
modulation_5_amount,modulation_5_amount,0,-1,1,Modulation 5 Amount,350,Modulation 5 Amount,350,Modulation 5 Amount
modulation_5_bipolar,modulation_5_bipolar,0,0,1,Modulation 5 Bipolar,351,Modulation 5 Bipolar,351,Modulation 5 Bipolar
modulation_5_bypass,modulation_5_bypass,0,0,1,Modulation 5 Bypass,352,Modulation 5 Bypass,352,Modulation 5 Bypass
modulation_5_power,modulation_5_power,0,-10,10,Modulation 5 Power,353,Modulation 5 Power,353,Modulation 5 Power
modulation_5_stereo,modulation_5_stereo,0,0,1,Modulation 5 Stereo,354,Modulation 5 Stereo,354,Modulation 5 Stereo
modulation_50_amount,modulation_50_amount,0,-1,1,Modulation 50 Amount,645,Modulation 50 Amount,645,Modulation 50 Amount
modulation_50_bipolar,modulation_50_bipolar,0,0,1,Modulation 50 Bipolar,646,Modulation 50 Bipolar,646,Modulation 50 Bipolar
modulation_50_bypass,modulation_50_bypass,0,0,1,Modulation 50 Bypass,647,Modulation 50 Bypass,647,Modulation 50 Bypass
modulation_50_power,modulation_50_power,0,-10,10,Modulation 50 Power,648,Modulation 50 Power,648,Modulation 50 Power
modulation_50_stereo,modulation_50_stereo,0,0,1,Modulation 50 Stereo,649,Modulation 50 Stereo,649,Modulation 50 Stereo
modulation_51_amount,modulation_51_amount,0,-1,1,Modulation 51 Amount,650,Modulation 51 Amount,650,Modulation 51 Amount
modulation_51_bipolar,modulation_51_bipolar,0,0,1,Modulation 51 Bipolar,651,Modulation 51 Bipolar,651,Modulation 51 Bipolar
modulation_51_bypass,modulation_51_bypass,0,0,1,Modulation 51 Bypass,652,Modulation 51 Bypass,652,Modulation 51 Bypass
modulation_51_power,modulation_51_power,0,-10,10,Modulation 51 Power,653,Modulation 51 Power,653,Modulation 51 Power
modulation_51_stereo,modulation_51_stereo,0,0,1,Modulation 51 Stereo,654,Modulation 51 Stereo,654,Modulation 51 Stereo
modulation_52_amount,modulation_52_amount,0,-1,1,Modulation 52 Amount,655,Modulation 52 Amount,655,Modulation 52 Amount
modulation_52_bipolar,modulation_52_bipolar,0,0,1,Modulation 52 Bipolar,656,Modulation 52 Bipolar,656,Modulation 52 Bipolar
modulation_52_bypass,modulation_52_bypass,0,0,1,Modulation 52 Bypass,657,Modulation 52 Bypass,657,Modulation 52 Bypass
modulation_52_power,modulation_52_power,0,-10,10,Modulation 52 Power,658,Modulation 52 Power,658,Modulation 52 Power
modulation_52_stereo,modulation_52_stereo,0,0,1,Modulation 52 Stereo,659,Modulation 52 Stereo,659,Modulation 52 Stereo
modulation_53_amount,modulation_53_amount,0,-1,1,Modulation 53 Amount,660,Modulation 53 Amount,660,Modulation 53 Amount
modulation_53_bipolar,modulation_53_bipolar,0,0,1,Modulation 53 Bipolar,661,Modulation 53 Bipolar,661,Modulation 53 Bipolar
modulation_53_bypass,modulation_53_bypass,0,0,1,Modulation 53 Bypass,662,Modulation 53 Bypass,662,Modulation 53 Bypass
modulation_53_power,modulation_53_power,0,-10,10,Modulation 53 Power,663,Modulation 53 Power,663,Modulation 53 Power
modulation_53_stereo,modulation_53_stereo,0,0,1,Modulation 53 Stereo,664,Modulation 53 Stereo,664,Modulation 53 Stereo
modulation_54_amount,modulation_54_amount,0,-1,1,Modulation 54 Amount,665,Modulation 54 Amount,665,Modulation 54 Amount
modulation_54_bipolar,modulation_54_bipolar,0,0,1,Modulation 54 Bipolar,666,Modulation 54 Bipolar,666,Modulation 54 Bipolar
modulation_54_bypass,modulation_54_bypass,0,0,1,Modulation 54 Bypass,667,Modulation 54 Bypass,667,Modulation 54 Bypass
modulation_54_power,modulation_54_power,0,-10,10,Modulation 54 Power,668,Modulation 54 Power,668,Modulation 54 Power
modulation_54_stereo,modulation_54_stereo,0,0,1,Modulation 54 Stereo,669,Modulation 54 Stereo,669,Modulation 54 Stereo
modulation_55_amount,modulation_55_amount,0,-1,1,Modulation 55 Amount,670,Modulation 55 Amount,670,Modulation 55 Amount
modulation_55_bipolar,modulation_55_bipolar,0,0,1,Modulation 55 Bipolar,671,Modulation 55 Bipolar,671,Modulation 55 Bipolar
modulation_55_bypass,modulation_55_bypass,0,0,1,Modulation 55 Bypass,672,Modulation 55 Bypass,672,Modulation 55 Bypass
modulation_55_power,modulation_55_power,0,-10,10,Modulation 55 Power,673,Modulation 55 Power,673,Modulation 55 Power
modulation_55_stereo,modulation_55_stereo,0,0,1,Modulation 55 Stereo,674,Modulation 55 Stereo,674,Modulation 55 Stereo
modulation_56_amount,modulation_56_amount,0,-1,1,Modulation 56 Amount,675,Modulation 56 Amount,675,Modulation 56 Amount
modulation_56_bipolar,modulation_56_bipolar,0,0,1,Modulation 56 Bipolar,676,Modulation 56 Bipolar,676,Modulation 56 Bipolar
modulation_56_bypass,modulation_56_bypass,0,0,1,Modulation 56 Bypass,677,Modulation 56 Bypass,677,Modulation 56 Bypass
modulation_56_power,modulation_56_power,0,-10,10,Modulation 56 Power,678,Modulation 56 Power,678,Modulation 56 Power
modulation_56_stereo,modulation_56_stereo,0,0,1,Modulation 56 Stereo,679,Modulation 56 Stereo,679,Modulation 56 Stereo
modulation_57_amount,modulation_57_amount,0,-1,1,Modulation 57 Amount,680,Modulation 57 Amount,680,Modulation 57 Amount
modulation_57_bipolar,modulation_57_bipolar,0,0,1,Modulation 57 Bipolar,681,Modulation 57 Bipolar,681,Modulation 57 Bipolar
modulation_57_bypass,modulation_57_bypass,0,0,1,Modulation 57 Bypass,682,Modulation 57 Bypass,682,Modulation 57 Bypass
modulation_57_power,modulation_57_power,0,-10,10,Modulation 57 Power,683,Modulation 57 Power,683,Modulation 57 Power
modulation_57_stereo,modulation_57_stereo,0,0,1,Modulation 57 Stereo,684,Modulation 57 Stereo,684,Modulation 57 Stereo
modulation_58_amount,modulation_58_amount,0,-1,1,Modulation 58 Amount,685,Modulation 58 Amount,685,Modulation 58 Amount
modulation_58_bipolar,modulation_58_bipolar,0,0,1,Modulation 58 Bipolar,686,Modulation 58 Bipolar,686,Modulation 58 Bipolar
modulation_58_bypass,modulation_58_bypass,0,0,1,Modulation 58 Bypass,687,Modulation 58 Bypass,687,Modulation 58 Bypass
modulation_58_power,modulation_58_power,0,-10,10,Modulation 58 Power,688,Modulation 58 Power,688,Modulation 58 Power
modulation_58_stereo,modulation_58_stereo,0,0,1,Modulation 58 Stereo,689,Modulation 58 Stereo,689,Modulation 58 Stereo
modulation_59_amount,modulation_59_amount,0,-1,1,Modulation 59 Amount,690,Modulation 59 Amount,690,Modulation 59 Amount
modulation_59_bipolar,modulation_59_bipolar,0,0,1,Modulation 59 Bipolar,691,Modulation 59 Bipolar,691,Modulation 59 Bipolar
modulation_59_bypass,modulation_59_bypass,0,0,1,Modulation 59 Bypass,692,Modulation 59 Bypass,692,Modulation 59 Bypass
modulation_59_power,modulation_59_power,0,-10,10,Modulation 59 Power,693,Modulation 59 Power,693,Modulation 59 Power
modulation_59_stereo,modulation_59_stereo,0,0,1,Modulation 59 Stereo,694,Modulation 59 Stereo,694,Modulation 59 Stereo
modulation_6_amount,modulation_6_amount,0,-1,1,Modulation 6 Amount,355,Modulation 6 Amount,355,Modulation 6 Amount
modulation_6_bipolar,modulation_6_bipolar,0,0,1,Modulation 6 Bipolar,356,Modulation 6 Bipolar,356,Modulation 6 Bipolar
modulation_6_bypass,modulation_6_bypass,0,0,1,Modulation 6 Bypass,357,Modulation 6 Bypass,357,Modulation 6 Bypass
modulation_6_power,modulation_6_power,0,-10,10,Modulation 6 Power,358,Modulation 6 Power,358,Modulation 6 Power
modulation_6_stereo,modulation_6_stereo,0,0,1,Modulation 6 Stereo,359,Modulation 6 Stereo,359,Modulation 6 Stereo
modulation_60_amount,modulation_60_amount,0,-1,1,Modulation 60 Amount,695,Modulation 60 Amount,695,Modulation 60 Amount
modulation_60_bipolar,modulation_60_bipolar,0,0,1,Modulation 60 Bipolar,696,Modulation 60 Bipolar,696,Modulation 60 Bipolar
modulation_60_bypass,modulation_60_bypass,0,0,1,Modulation 60 Bypass,697,Modulation 60 Bypass,697,Modulation 60 Bypass
modulation_60_power,modulation_60_power,0,-10,10,Modulation 60 Power,698,Modulation 60 Power,698,Modulation 60 Power
modulation_60_stereo,modulation_60_stereo,0,0,1,Modulation 60 Stereo,699,Modulation 60 Stereo,699,Modulation 60 Stereo
modulation_61_amount,modulation_61_amount,0,-1,1,Modulation 61 Amount,700,Modulation 61 Amount,700,Modulation 61 Amount
modulation_61_bipolar,modulation_61_bipolar,0,0,1,Modulation 61 Bipolar,701,Modulation 61 Bipolar,701,Modulation 61 Bipolar
modulation_61_bypass,modulation_61_bypass,0,0,1,Modulation 61 Bypass,702,Modulation 61 Bypass,702,Modulation 61 Bypass
modulation_61_power,modulation_61_power,0,-10,10,Modulation 61 Power,703,Modulation 61 Power,703,Modulation 61 Power
modulation_61_stereo,modulation_61_stereo,0,0,1,Modulation 61 Stereo,704,Modulation 61 Stereo,704,Modulation 61 Stereo
modulation_62_amount,modulation_62_amount,0,-1,1,Modulation 62 Amount,705,Modulation 62 Amount,705,Modulation 62 Amount
modulation_62_bipolar,modulation_62_bipolar,0,0,1,Modulation 62 Bipolar,706,Modulation 62 Bipolar,706,Modulation 62 Bipolar
modulation_62_bypass,modulation_62_bypass,0,0,1,Modulation 62 Bypass,707,Modulation 62 Bypass,707,Modulation 62 Bypass
modulation_62_power,modulation_62_power,0,-10,10,Modulation 62 Power,708,Modulation 62 Power,708,Modulation 62 Power
modulation_62_stereo,modulation_62_stereo,0,0,1,Modulation 62 Stereo,709,Modulation 62 Stereo,709,Modulation 62 Stereo
modulation_63_amount,modulation_63_amount,0,-1,1,Modulation 63 Amount,710,Modulation 63 Amount,710,Modulation 63 Amount
modulation_63_bipolar,modulation_63_bipolar,0,0,1,Modulation 63 Bipolar,711,Modulation 63 Bipolar,711,Modulation 63 Bipolar
modulation_63_bypass,modulation_63_bypass,0,0,1,Modulation 63 Bypass,712,Modulation 63 Bypass,712,Modulation 63 Bypass
modulation_63_power,modulation_63_power,0,-10,10,Modulation 63 Power,713,Modulation 63 Power,713,Modulation 63 Power
modulation_63_stereo,modulation_63_stereo,0,0,1,Modulation 63 Stereo,714,Modulation 63 Stereo,714,Modulation 63 Stereo
modulation_64_amount,modulation_64_amount,0,-1,1,Modulation 64 Amount,715,Modulation 64 Amount,715,Modulation 64 Amount
modulation_64_bipolar,modulation_64_bipolar,0,0,1,Modulation 64 Bipolar,716,Modulation 64 Bipolar,716,Modulation 64 Bipolar
modulation_64_bypass,modulation_64_bypass,0,0,1,Modulation 64 Bypass,717,Modulation 64 Bypass,717,Modulation 64 Bypass
modulation_64_power,modulation_64_power,0,-10,10,Modulation 64 Power,718,Modulation 64 Power,718,Modulation 64 Power
modulation_64_stereo,modulation_64_stereo,0,0,1,Modulation 64 Stereo,719,Modulation 64 Stereo,719,Modulation 64 Stereo
modulation_7_amount,modulation_7_amount,0,-1,1,Modulation 7 Amount,360,Modulation 7 Amount,360,Modulation 7 Amount
modulation_7_bipolar,modulation_7_bipolar,0,0,1,Modulation 7 Bipolar,361,Modulation 7 Bipolar,361,Modulation 7 Bipolar
modulation_7_bypass,modulation_7_bypass,0,0,1,Modulation 7 Bypass,362,Modulation 7 Bypass,362,Modulation 7 Bypass
modulation_7_power,modulation_7_power,0,-10,10,Modulation 7 Power,363,Modulation 7 Power,363,Modulation 7 Power
modulation_7_stereo,modulation_7_stereo,0,0,1,Modulation 7 Stereo,364,Modulation 7 Stereo,364,Modulation 7 Stereo
modulation_8_amount,modulation_8_amount,0,-1,1,Modulation 8 Amount,365,Modulation 8 Amount,365,Modulation 8 Amount
modulation_8_bipolar,modulation_8_bipolar,0,0,1,Modulation 8 Bipolar,366,Modulation 8 Bipolar,366,Modulation 8 Bipolar
modulation_8_bypass,modulation_8_bypass,0,0,1,Modulation 8 Bypass,367,Modulation 8 Bypass,367,Modulation 8 Bypass
modulation_8_power,modulation_8_power,0,-10,10,Modulation 8 Power,368,Modulation 8 Power,368,Modulation 8 Power
modulation_8_stereo,modulation_8_stereo,0,0,1,Modulation 8 Stereo,369,Modulation 8 Stereo,369,Modulation 8 Stereo
modulation_9_amount,modulation_9_amount,0,-1,1,Modulation 9 Amount,370,Modulation 9 Amount,370,Modulation 9 Amount
modulation_9_bipolar,modulation_9_bipolar,0,0,1,Modulation 9 Bipolar,371,Modulation 9 Bipolar,371,Modulation 9 Bipolar
modulation_9_bypass,modulation_9_bypass,0,0,1,Modulation 9 Bypass,372,Modulation 9 Bypass,372,Modulation 9 Bypass
modulation_9_power,modulation_9_power,0,-10,10,Modulation 9 Power,373,Modulation 9 Power,373,Modulation 9 Power
modulation_9_stereo,modulation_9_stereo,0,0,1,Modulation 9 Stereo,374,Modulation 9 Stereo,374,Modulation 9 Stereo
mpe_enabled,mpe_enabled,1,0,1,MPE Enabled,535,MPE Enabled,535,MPE Enabled
osc_1_destination,osc_1_destination,3,0,14,Oscillator 1 Destination,501,Oscillator 1 Destination,501,Oscillator 1 Destination
osc_1_detune_power,osc_1_detune_power,1.5,-5,5,Oscillator 1 Detune Power,375,Oscillator 1 Detune Power,375,Oscillator 1 Detune Power
osc_1_detune_range,osc_1_detune_range,2,0,48,Oscillator 1 Detune Range,376,Oscillator 1 Detune Range,376,Oscillator 1 Detune Range
osc_1_distortion_amount,osc_1_distortion_amount,0.5,0,1,Oscillator 1 Distortion Amount,377,Oscillator 1 Distortion Amount,377,Oscillator 1 Distortion Amount
osc_1_distortion_phase,osc_1_distortion_phase,0.5,0,1,Oscillator 1 Distortion Phase,378,Oscillator 1 Distortion Phase,378,Oscillator 1 Distortion Phase
osc_1_distortion_spread,osc_1_distortion_spread,0,-0.5,0.5,Oscillator 1 Distortion Spread,379,Oscillator 1 Distortion Spread,379,Oscillator 1 Distortion Spread
osc_1_distortion_type,osc_1_distortion_type,0,0,12,Oscillator 1 Distortion Type,380,Oscillator 1 Distortion Type,380,Oscillator 1 Distortion Type
osc_1_frame_spread,osc_1_frame_spread,0,-128,128,Oscillator 1 Unison Frame Spread,381,Oscillator 1 Unison Frame Spread,381,Oscillator 1 Unison Frame Spread
osc_1_level,osc_1_level,0.70710676908493,0,1,Oscillator 1 Level,382,Oscillator 1 Level,382,Oscillator 1 Level
osc_1_midi_track,osc_1_midi_track,1,0,1,Oscillator 1 Midi Track,383,Oscillator 1 Midi Track,383,Oscillator 1 Midi Track
osc_1_on,osc_1_on,0,0,1,Oscillator 1 Switch,384,Oscillator 1 Switch,384,Oscillator 1 Switch
osc_1_pan,osc_1_pan,0,-1,1,Oscillator 1 Pan,385,Oscillator 1 Pan,385,Oscillator 1 Pan
osc_1_phase,osc_1_phase,0.5,0,1,Oscillator 1 Phase,386,Oscillator 1 Phase,386,Oscillator 1 Phase
osc_1_random_phase,osc_1_random_phase,1,0,1,Oscillator 1 Phase Randomization,387,Oscillator 1 Phase Randomization,387,Oscillator 1 Phase Randomization
osc_1_smooth_interpolation,osc_1_smooth_interpolation,0,0,1,Oscillator 1 Smooth Interpolation,388,Oscillator 1 Smooth Interpolatio,388,Oscillator 1 Smooth Interpolation
osc_1_spectral_morph_amount,osc_1_spectral_morph_amount,0.5,0,1,Oscillator 1 Frequency Morph Amount,495,Oscillator 1 Frequency Morph Amo,495,Oscillator 1 Frequency Morph Amount
osc_1_spectral_morph_phase,osc_1_spectral_morph_phase,0.5,0,1,Oscillator 1 Frequency Morph Phase,772,Oscillator 1 Frequency Morph Pha,772,Oscillator 1 Frequency Morph Phase
osc_1_spectral_morph_spread,osc_1_spectral_morph_spread,0,-0.5,0.5,Oscillator 1 Frequency Morph Spread,496,Oscillator 1 Frequency Morph Spr,496,Oscillator 1 Frequency Morph Spread
osc_1_spectral_morph_type,osc_1_spectral_morph_type,0,0,16,Oscillator 1 Frequency Morph Type,497,Oscillator 1 Frequency Morph Typ,497,Oscillator 1 Frequency Morph Type
osc_1_spectral_unison,osc_1_spectral_unison,1,0,1,Oscillator 1 Spectral Unison,502,Oscillator 1 Spectral Unison,502,Oscillator 1 Spectral Unison
osc_1_stack_style,osc_1_stack_style,0,0,12,Oscillator 1 Stack Style,389,Oscillator 1 Stack Style,389,Oscillator 1 Stack Style
osc_1_stereo_spread,osc_1_stereo_spread,1,0,1,Oscillator 1 Stereo Spread,390,Oscillator 1 Stereo Spread,390,Oscillator 1 Stereo Spread
osc_1_transpose,osc_1_transpose,0,-48,48,Oscillator 1 Transpose,391,Oscillator 1 Transpose,391,Oscillator 1 Transpose
osc_1_transpose_quantize,osc_1_transpose_quantize,0,0,8191,Oscillator 1 Transpose Quantize,392,Oscillator 1 Transpose Quantize,392,Oscillator 1 Transpose Quantize
osc_1_tune,osc_1_tune,0,-1,1,Oscillator 1 Tune,393,Oscillator 1 Tune,393,Oscillator 1 Tune
osc_1_unison_blend,osc_1_unison_blend,0.800000011920929,0,1,Oscillator 1 Blend,394,Oscillator 1 Blend,394,Oscillator 1 Blend
osc_1_unison_detune,osc_1_unison_detune,4.4721360206604,0,10,Oscillator 1 Unison Detune,395,Oscillator 1 Unison Detune,395,Oscillator 1 Unison Detune
osc_1_unison_voices,osc_1_unison_voices,1,1,16,Oscillator 1 Unison Voices,396,Oscillator 1 Unison Voices,396,Oscillator 1 Unison Voices
osc_1_view_2d,osc_1_view_2d,1,0,2,Oscillator 1 View 2D,485,Oscillator 1 View 2D,485,Oscillator 1 View 2D
osc_1_wave_frame,osc_1_wave_frame,0,0,256,Oscillator 1 Wave Frame,397,Oscillator 1 Wave Frame,397,Oscillator 1 Wave Frame
osc_2_destination,osc_2_destination,3,0,14,Oscillator 2 Destination,503,Oscillator 2 Destination,503,Oscillator 2 Destination
osc_2_detune_power,osc_2_detune_power,1.5,-5,5,Oscillator 2 Detune Power,398,Oscillator 2 Detune Power,398,Oscillator 2 Detune Power
osc_2_detune_range,osc_2_detune_range,2,0,48,Oscillator 2 Detune Range,399,Oscillator 2 Detune Range,399,Oscillator 2 Detune Range
osc_2_distortion_amount,osc_2_distortion_amount,0.5,0,1,Oscillator 2 Distortion Amount,400,Oscillator 2 Distortion Amount,400,Oscillator 2 Distortion Amount
osc_2_distortion_phase,osc_2_distortion_phase,0.5,0,1,Oscillator 2 Distortion Phase,401,Oscillator 2 Distortion Phase,401,Oscillator 2 Distortion Phase
osc_2_distortion_spread,osc_2_distortion_spread,0,-0.5,0.5,Oscillator 2 Distortion Spread,402,Oscillator 2 Distortion Spread,402,Oscillator 2 Distortion Spread
osc_2_distortion_type,osc_2_distortion_type,0,0,12,Oscillator 2 Distortion Type,403,Oscillator 2 Distortion Type,403,Oscillator 2 Distortion Type
